...1,hhid,intmonth,stfips,weight,earnwke,uhours,grade92,race,ethnic,age,sex,marital,ownchild,chldpres,prcitshp,state,ind02,occ2012,class,unionmme,unioncov,lfsr94,female,w,lnw
19794,340200027185416,January,PA,2920.3622,2307.69,50,46,1,7,48,1,1,2,3,"Foreign Born, Not a US Citizen",PA,Pharmaceutical and medicine manufacturing (3254),1760,"Private, For Profit",No,No,Employed-At Work,FALSE,46.153800000000004,3.83197929775411
19800,340209979805283,January,PA,2805.6924,1850,38,44,1,NA,51,1,1,0,0,"Native, Born In US",PA,"Securities, commodities, funds, trusts, and other financial investments (523, 525)",1107,"Private, For Profit",No,No,Employed-At Work,FALSE,48.68421052631579,3.8853547583459846
19802,340209991316980,January,PA,2926.9989,2307.69,55,44,1,NA,49,1,1,0,0,"Native, Born In US",PA,"Navigational, measuring, electromedical, and control instruments manufacturing (3345)",50,"Private, For Profit",No,No,Employed-At Work,FALSE,41.958,3.7366691179497846
19838,493903304069258,January,PA,3553.9329,1115.38,40,46,1,NA,33,1,1,1,1,"Native, Born In US",PA,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,FALSE,27.884500000000003,3.328070978893597
19839,493903304069258,January,PA,3653.901,1153.84,40,46,1,NA,29,2,1,1,1,"Native, Born In US",PA,"Colleges and universities, including junior colleges (6112, 6113)",2200,"Private, Nonprofit",No,No,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
19871,524814023001607,January,PA,3308.6699,1317.3,50,44,1,NA,42,1,1,2,6,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,FALSE,26.346,3.2713164608076353
19872,524814023001607,January,PA,3326.984,1317.3,50,44,1,NA,38,2,1,2,6,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,26.346,3.2713164608076353
19885,624039093908292,January,PA,3260.9958,1769,40,44,1,NA,41,1,1,0,0,"Native, Born In US",PA,Automobile dealers (4411),120,"Private, For Profit",No,No,Employed-At Work,FALSE,44.225,3.789290240045849
19886,624039093908292,January,PA,2984.8114,317.5,37,44,1,NA,48,2,1,0,0,"Native, Born In US",PA,"Other amusement, gambling, and recreation industries (713 exc. 71395)",4040,"Private, Nonprofit",No,No,Employed-At Work,TRUE,8.58108108108108,2.149559905688522
19909,733490599200828,January,PA,3039.7582,461,30,46,1,NA,50,2,1,2,10,"Native, Born In US",PA,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,15.366666666666667,2.732200661334493
19986,918042972479760,January,PA,3028.4478,1442.3,45,45,1,NA,48,2,7,0,0,"Native, Born In US",PA,Elementary and secondary schools (6111),2330,Government - Local,Yes,NA,Employed-At Work,TRUE,32.05111111111111,3.4673318508191446
20014,965042725439160,January,PA,3608.4083,1461,40,44,1,NA,31,2,1,0,0,"Native, Born In US",PA,Ordnance (332992 to 332995),430,Government - Federal,No,No,Employed-At Work,TRUE,36.525,3.597996957636763
20016,966012952479560,January,PA,3515.68,1480.76,40,44,1,NA,32,1,1,1,1,"Native, Born In US",PA,Pharmaceutical and medicine manufacturing (3254),1650,"Private, For Profit",No,No,Employed-At Work,FALSE,37.019,3.6114312943547935
20024,973052977439500,January,PA,2836.2202,2230,40,44,1,NA,52,1,1,0,0,"Native, Born In US",PA,"** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",4850,"Private, For Profit",No,No,Employed-At Work,FALSE,55.75,4.020877410340228
20027,979092979479400,January,PA,2846.7102,2230,40,44,1,NA,54,1,1,3,8,"Native, Born In US",PA,4795,4760,"Private, For Profit",No,No,Employed-At Work,FALSE,55.75,4.020877410340228
20029,980722095447039,January,PA,2847.4748,312,24,44,1,NA,59,2,1,0,0,"Native, Born In US",PA,"**Publishing, except newspapers and software (5111 exc. 51111)",5700,"Private, For Profit",No,No,Employed-At Work,TRUE,13,2.5649493574615367
20117,665022912439240,January,PA,2971.1513,2884.61,72,45,1,NA,49,1,1,2,10,"Native, Born In US",PA,Offices of physicians (6211),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,40.06402777777778,3.690478868812501
20123,740200038402416,January,PA,3722.7366,1442.3,40,44,1,NA,27,2,1,1,1,"Native, Born In US",PA,Elementary and secondary schools (6111),1820,Government - State,No,No,Employed-At Work,TRUE,36.0575,3.585114886475528
20125,740206906593391,January,PA,2890.4277,1750,40,44,1,NA,59,2,1,0,0,"Native, Born In US",PA,Pharmaceutical and medicine manufacturing (3254),2840,"Private, For Profit",No,No,Employed-At Work,TRUE,43.75,3.7784916128036232
20126,740206906593391,January,PA,3117.0831,2000,40,46,1,NA,58,1,1,0,0,"Native, Born In US",PA,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,FALSE,50,3.912023005428146
20141,922839170169404,January,PA,3074.1306,600,60,45,1,NA,45,2,5,4,3,"Native, Born In US",PA,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,10,2.302585092994046
20189,982109270986406,January,PA,2952.9919,520,40,44,1,NA,64,1,5,0,0,"Native, Born In US",PA,Truck transportation (484),5000,"Private, For Profit",No,No,Employed-At Work,FALSE,13,2.5649493574615367
20211,107006314106942,January,PA,2829.7917,1769.23,40,44,1,NA,50,1,1,0,0,"Native, Born In US",PA,Elementary and secondary schools (6111),230,Government - State,No,Yes,Employed-At Work,FALSE,44.23075,3.7894202485531103
20242,402063400042291,January,PA,3338.7381,1480.76,40,44,1,NA,42,2,1,1,3,"Native, Born In US",PA,Elementary and secondary schools (6111),2310,"Private, Nonprofit",Yes,NA,Employed-At Work,TRUE,37.019,3.6114312943547935
20254,432406020200149,January,PA,3279.046,1076,40,44,1,NA,37,2,1,3,6,"Native, Born In US",PA,Hospitals (622),3110,"Private, Nonprofit",No,No,Employed-At Work,TRUE,26.9,3.292126286607793
20333,66444340775198,January,RI,736.1243,1080,40,44,1,NA,39,1,1,0,0,"Native, Born In US",RI,Offices of physicians (6211),3256,"Private, For Profit",No,No,Employed-At Work,FALSE,27,3.295836866004329
20353,307707054394324,January,RI,791.27,440,40,44,1,NA,25,2,7,0,0,"Native, Born In US",RI,Child day care services (6244),2300,"Private, For Profit",No,No,Employed-At Work,TRUE,11,2.3978952727983707
20402,607709074699624,January,RI,560.411,2108.69,50,44,1,NA,56,1,1,0,0,"Native, Born In US",RI,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,FALSE,42.1738,3.741799175152315
20423,774054705479190,January,RI,651.2263,1097,40,45,1,NA,28,1,1,0,0,"Native, Born In US",RI,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,FALSE,27.425,3.311455006161294
20470,15754740770994,January,RI,607.8711,1097,40,45,1,NA,25,1,7,0,0,"Native, Born In US",RI,Pharmacies and drug stores (44611),3050,"Private, For Profit",No,No,Employed-At Work,FALSE,27.425,3.311455006161294
20511,272479349400805,January,RI,439.4149,1153.84,35,44,1,NA,46,2,1,1,3,"Native, Born In US",RI,Administration of human resource programs (923),2010,Government - State,Yes,NA,Employed-At Work,TRUE,32.966857142857144,3.495502727785841
20581,499140325700974,January,RI,484.9348,2884.61,40,45,1,NA,50,1,1,2,4,"Native, Born In US",RI,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,Yes,Employed-At Work,FALSE,72.11525,4.27826553371462
20585,499540572250734,January,RI,682.2282,1346.15,40,44,1,NA,40,2,1,3,6,"Native, Born In US",RI,Elementary and secondary schools (6111),230,"Private, Nonprofit",No,No,Employed-Absent,TRUE,33.65375,3.516124491189194
20587,499600616920734,January,RI,439.4149,1057,35,44,1,NA,46,2,1,3,4,"Native, Born In US",RI,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,30.2,3.407841924380824
20642,747064938479390,January,RI,498.6119,2500,42,44,1,NA,49,1,1,1,4,"Native, Born In US",RI,National security and international affairs (928),1530,Government - Federal,No,No,Employed-At Work,FALSE,59.523809523809526,4.086376392572924
20663,936478559400896,January,RI,495.5644,2108,60,44,1,NA,63,1,1,0,0,"Native, Born In US",RI,"Colleges and universities, including junior colleges (6112, 6113)",3540,"Private, Nonprofit",No,No,Employed-At Work,FALSE,35.13333333333333,3.5591503474391524
20678,954389670429402,January,RI,495.5644,2884.61,44,45,1,NA,64,1,1,0,0,"Native, Born In US",RI,"Banking and related activities (521, 52211,52219)",10,"Private, For Profit",No,No,Employed-At Work,FALSE,65.55931818181818,4.1829553539102955
20683,966094426479010,January,RI,484.9348,613.15,60,46,1,NA,53,1,1,3,10,"Native, Born In US",RI,Religious organizations (8131),2040,"Private, Nonprofit",No,No,Employed-At Work,FALSE,10.219166666666666,2.3242650419859343
20695,980948075147659,January,RI,484.9348,695,50,44,1,NA,54,1,5,0,0,"Native, Born In US",RI,"Radio and television broadcasting and cable (5151, 5152, 5175)",7000,"Private, For Profit",No,No,Employed-At Work,FALSE,13.9,2.631888840136646
20705,10150001643210,January,SC,2346.2091,1057,48,44,1,NA,53,1,1,0,0,"Foreign Born, US Cit By Naturalization",57,Building material and supplies dealers (4441 exc. 44413),4700,"Private, For Profit",No,No,Employed-At Work,FALSE,22.020833333333332,3.0919889749623466
20706,10150001643210,January,SC,2302.0637,1153,40,44,1,NA,46,2,1,0,0,"Foreign Born, US Cit By Naturalization",57,Hospitals (622),1006,"Private, Nonprofit",No,No,Employed-At Work,TRUE,28.825,3.3612430661551227
20712,11484350992396,January,SC,2696.6805,1711.53,50,46,7,NA,63,1,5,0,0,"Native, Born In US",57,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,FALSE,34.2306,3.533119980872258
20729,510100601120034,January,SC,2838.0533,1223.07,50,46,1,NA,42,2,5,0,0,"Foreign Born, Not a US Citizen",57,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,TRUE,24.461399999999998,3.1970963649252617
20732,599090977200974,January,SC,2468.7195,682.6,40,44,1,NA,37,1,5,0,0,"Native, Born In US",57,"Accounting, tax preparation, bookkeeping, and payroll services (5412)",800,"Private, For Profit",No,No,Employed-At Work,FALSE,17.065,2.8370295823586704
20808,654950067001015,January,SC,2566.0936,1442,45,45,1,NA,55,1,5,0,0,"Native, Born In US",57,"Electronic component and product manufacturing, n.e.c. (3344, 3346)",1360,"Private, For Profit",No,No,Employed-At Work,FALSE,32.044444444444444,3.4671238280745746
20814,754226007908197,January,SC,2214.3967,1000,40,44,1,NA,25,1,7,0,0,"Native, Born In US",57,Elementary and secondary schools (6111),2320,Government - Local,Yes,NA,Employed-At Work,FALSE,25,3.2188758248682006
20825,945479370557401,January,SC,2899.999,769.23,40,44,1,6,33,2,1,0,0,"Foreign Born, Not a US Citizen",57,Elementary and secondary schools (6111),2310,Government - Local,No,No,Employed-At Work,TRUE,19.23075,2.9565105604002095
20845,80956097047209,January,SC,2560.3592,224,28,44,1,NA,47,1,1,0,0,"Native, Born In US",57,Restaurants and other food services (722 exc. 7224),4030,"Private, For Profit",No,No,Employed-At Work,FALSE,8,2.0794415416798357
20852,254312097001512,January,SC,2490.1276,2115.38,40,44,1,NA,52,1,1,0,0,"Native, Born In US",57,Metalworking machinery manufacturing (3335),120,"Private, For Profit",No,No,Employed-At Work,FALSE,52.8845,3.9681102902586276
20867,594790735590674,January,SC,3012.142,903.84,37,44,1,NA,42,2,1,1,4,"Native, Born In US",57,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,TRUE,24.42810810810811,3.1957344409327275
20868,594790735590674,January,SC,2560.3592,1153.84,40,44,1,NA,46,1,1,1,4,"Native, Born In US",57,Elementary and secondary schools (6111),110,Government - State,No,No,Employed-At Work,FALSE,28.845999999999997,3.3619713351613183
20917,777025976439640,January,SC,3012.142,1153.84,40,44,1,NA,42,2,1,2,3,"Native, Born Abroad Of US Parent(s)",57,Elementary and secondary schools (6111),2320,Government - State,No,No,Employed-At Work,TRUE,28.845999999999997,3.3619713351613183
21016,890956076547519,January,SC,2566.0936,865.38,40,44,1,NA,55,1,7,0,0,"Native, Born In US",57,Couriers and messengers (492),4840,"Private, For Profit",No,No,Employed-At Work,FALSE,21.6345,3.0742892627095375
21040,969055969439580,January,SC,3109.9739,615.38,37,44,1,NA,33,2,1,2,8,"Native, Born In US",57,Elementary and secondary schools (6111),2310,Government - State,No,No,Employed-At Work,TRUE,16.631891891891893,2.8113220505280867
21046,975015947439820,January,SC,3143.8145,440,40,46,4,NA,30,2,7,0,0,"Foreign Born, US Cit By Naturalization",57,Offices of dentists (6212),3010,"Private, For Profit",No,No,Employed-At Work,TRUE,11,2.3978952727983707
21178,720006984439090,January,SD,448.4409,653,40,44,1,NA,34,2,3,0,0,"Native, Born In US",SD,Elementary and secondary schools (6111),2330,Government - Local,No,No,Employed-At Work,TRUE,16.325,2.792697675162495
21325,290964074443129,January,SD,528.2146,1730,55,44,1,NA,56,1,1,0,0,"Native, Born In US",SD,Hardware stores (44413),4760,"Private, For Profit",No,No,Employed-At Work,FALSE,31.454545454545453,3.4485435022593536
21331,340600013888519,January,SD,453.2443,653.84,40,44,1,NA,34,2,1,2,5,"Native, Born In US",SD,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,16.346,2.793983219093938
21425,791086985439380,January,SD,356.7891,1923.07,50,44,1,NA,32,1,1,4,14,"Native, Born In US",SD,Miscellaneous retail stores (4539),4760,"Private, For Profit",No,No,Employed-At Work,FALSE,38.4614,3.649655140954175
21439,925066907439830,January,SD,515.6468,1923,40,44,1,NA,61,2,5,0,0,"Native, Born In US",SD,Ordnance (332992 to 332995),430,"Private, For Profit",No,No,Employed-At Work,TRUE,48.075,3.8727622914748436
21452,956659530079402,January,SD,505.2933,800,40,44,2,NA,43,2,1,2,3,"Native, Born In US",SD,Pharmacies and drug stores (44611),3050,"Private, For Profit",No,No,Employed-At Work,TRUE,20,2.995732273553991
21491,493923904056798,January,TN,3969.2834,440,40,44,1,NA,32,2,7,0,0,"Native, Born In US",62,"Community food and housing, and emergency services (6242)",3245,"Private, Nonprofit",No,No,Employed-At Work,TRUE,11,2.3978952727983707
21522,936492439700859,January,TN,4329.3767,1605.76,40,44,2,NA,53,1,5,0,0,"Native, Born In US",62,"Justice, public order, and safety activities (922, pt. 92115)",3730,Government - Local,No,No,Employed-At Work,FALSE,40.144,3.6924729896240662
21562,340709989659689,January,TN,3103.0107,780,40,44,1,NA,44,1,1,2,10,"Native, Born In US",62,Postal Service (491),5550,Government - Federal,No,Yes,Employed-At Work,FALSE,19.5,2.970414465569701
21609,740709905821650,January,TN,3205.5957,2692.3,40,44,4,NA,49,1,1,0,0,"Foreign Born, US Cit By Naturalization",62,Insurance carriers and related activities (524),4710,"Private, For Profit",No,No,Employed-At Work,FALSE,67.3075,4.209271671749139
21616,740709951362389,January,TN,2821.8914,1923.07,40,44,1,NA,56,2,5,0,0,"Native, Born In US",62,Hospitals (622),3258,"Private, Nonprofit",No,No,Employed-At Work,TRUE,48.07675,3.872798692268385
21619,740709982329558,January,TN,2921.7193,2169.23,40,46,1,NA,50,1,1,2,8,"Native, Born In US",62,Hospitals (622),1650,"Private, For Profit",No,No,Employed-At Work,FALSE,54.23075,3.99324809074074
21635,907903624893517,January,TN,3056.4876,1961,70,45,1,NA,53,2,1,0,0,"Native, Born In US",62,Elementary and secondary schools (6111),230,Government - Local,No,No,Employed-At Work,TRUE,28.014285714285716,3.3327145841469874
21659,52984370997693,January,TN,2539.831,660,40,45,1,NA,56,2,5,0,0,"Native, Born In US",62,Legal services (5411),2100,"Private, For Profit",No,No,Employed-At Work,TRUE,16.5,2.803360380906535
21664,239468329700997,January,TN,3239.7094,646.15,40,44,1,NA,40,2,1,2,10,"Native, Born In US",62,Elementary and secondary schools (6111),2310,Government - Local,Yes,NA,Employed-At Work,TRUE,16.15375,2.782152220857264
21673,390974067243299,January,TN,3239.7094,807.69,40,44,1,NA,44,2,1,1,4,"Native, Born In US",62,Elementary and secondary schools (6111),2430,Government - Local,No,No,Employed-Absent,TRUE,20.19225,3.005298867423203
21844,957057941479340,January,TN,4698.4048,1269.23,40,44,2,NA,30,1,1,1,2,"Native, Born In US",62,"Civic, social, advocacy organizations, and grantmaking and giving services (8132, 8133, 8134)",2000,"Private, Nonprofit",No,No,Employed-At Work,FALSE,31.73075,3.457286242252409
21870,26058242470650,January,TX,3064.152,853,40,44,1,NA,39,2,1,0,0,"Foreign Born, US Cit By Naturalization",74,Scientific research and development services (5417),1760,"Private, For Profit",No,No,Employed-At Work,TRUE,21.325,3.0598800933777426
21873,29474380991995,January,TX,3653.4438,2884.61,50,44,1,NA,59,1,1,1,4,"Native, Born In US",74,4195,4965,"Private, For Profit",No,No,Employed-At Work,FALSE,57.6922,4.0551219824004106
21920,84231073906693,January,TX,4447.3946,553.84,40,46,4,NA,32,1,1,0,0,"Foreign Born, Not a US Citizen",74,"Colleges and universities, including junior colleges (6112, 6113)",1650,"Private, For Profit",No,No,Employed-At Work,FALSE,13.846,2.6279963822558337
21938,107903554899068,January,TX,3778.8153,800,40,44,1,1,25,2,7,0,0,"Native, Born In US",74,Individual and family services (6241),2010,"Private, Nonprofit",No,No,Employed-At Work,TRUE,20,2.995732273553991
21941,128200870670401,January,TX,3386.8609,538.46,40,44,1,1,49,1,5,0,0,"Native, Born In US",74,Elementary and secondary schools (6111),2430,"Private, For Profit",No,No,Employed-At Work,FALSE,13.461500000000001,2.5998337593150387
21948,139406410800535,January,TX,4080.8176,2884.61,70,45,1,NA,38,1,1,2,3,"Native, Born In US",74,Hospitals (622),3060,"Private, For Profit",No,No,Employed-At Work,FALSE,41.20871428571429,3.7186497457791976
21951,148530270620408,January,TX,3771.9167,1153.84,50,44,1,NA,45,2,1,2,3,"Native, Born Abroad Of US Parent(s)",74,Advertising and related services (5418),1030,"Private, For Profit",No,No,Employed-At Work,TRUE,23.0768,3.1388277838471086
21953,160988095643879,January,TX,3215.7115,830.76,40,44,1,NA,28,1,7,0,0,"Native, Born In US",74,"Colleges and universities, including junior colleges (6112, 6113)",2200,Government - State,No,No,Employed-At Work,FALSE,20.769,3.033461490363998
