"","X","id","scrape_id","source","host_id","host_name","host_since","host_response_rate","host_acceptance_rate","host_neighbourhood","host_listings_count","host_total_listings_count","host_verifications","host_has_profile_pic","host_identity_verified","neighbourhood","neighbourhood_cleansed","latitude","longitude","property_type","room_type","accommodates","bathrooms","bathrooms_text","bedrooms","beds","price","minimum_nights","maximum_nights","minimum_minimum_nights","maximum_minimum_nights","minimum_maximum_nights","maximum_maximum_nights","minimum_nights_avg_ntm","maximum_nights_avg_ntm","has_availability","availability_30","availability_60","availability_90","availability_365","calendar_last_scraped","number_of_reviews_ltm","number_of_reviews_l30d","availability_eoy","number_of_reviews_ly","estimated_occupancy_l365d","estimated_revenue_l365d","first_review","last_review","instant_bookable","calculated_host_listings_count","calculated_host_listings_count_entire_homes","calculated_host_listings_count_private_rooms","calculated_host_listings_count_shared_rooms","wifi","hair.dryer","hot.water","dishes.and.silverware","kitchen","iron","cooking.basics","hangers","refrigerator","bed.linens","essentials","heating","shampoo","microwave","hot.water.kettle","smoke.alarm","long.term.stays.allowed","shower.gel","dedicated.workspace","dining.table","f_room_type","f_room_type2","Czech_koruna_price_day","p_host_response_rate","p_host_acceptance_rate","accommodates_n","bathrooms_n","number_of_reviews_n","minimum_nights_n","beds_n","ln_price","accommodates2","ln_accommodates","ln_accommodates2","ln_number_of_reviews","f_bathroom","f_minimum_nights"
"6261",8745,1252240612429825280,20250316041547,"city scrape",92781139,"Prague Days","2016-08-31","100","100","Žižkov",45,137,"['email', 'phone']",1,1,"Praha 4, Hlavní město Praha, Czechia","Praha 4",50.0593410804801,14.4320385481754,"Serviced Apt","Entire home/apt",3,1,"1 bath",0,2,1208,1,365,3,28,365,365,19.3,365,"t",16,16,16,17,"2025-03-16",1,0,17,1,6,7248,"2024-10-20","2024-10-20",1,41,41,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,"Entire home/apt","Entire/Apt",1208,100,100,3,1,1,1,2,7.09672137849476,9,1.09861228866811,1.20694896081258,0.693147180559945,2,1
"6262",8746,1252329381955259136,20250316041547,"city scrape",20845501,"Lukas","2014-09-02","100","96","Bubeneč",1,2,"['email', 'phone', 'work_email']",1,1,"","Praha 7",50.1028928,14.4360682,"Condo","Entire home/apt",6,1.5,"1.5 baths",3,2,2875,2,365,2,2,99,99,2,99,"t",0,15,42,122,"2025-03-16",2,1,122,1,12,34500,"2024-12-30","2025-02-28",1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",2875,100,96,6,1.5,2,2,2,7.96380795323145,36,1.79175946922805,3.2104019955684,1.09861228866811,2,2
"6263",8748,1262449598150741248,20250316041547,"city scrape",90401972,"Romana","2016-08-17","100","99","Staré Město",28,30,"['email', 'phone', 'work_email']",1,1,"","Praha 2",50.07105,14.43393,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,1154,1,365,1,2,365,365,1.3,365,"t",25,43,62,147,"2025-03-16",21,2,147,12,126,145404,"2024-10-13","2025-03-01",0,28,28,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Entire home/apt","Entire/Apt",1154,100,99,4,1,21,1,2,7.05098944706805,16,1.38629436111989,1.92181205567281,3.09104245335832,2,1
"6264",8749,1262449754571513344,20250316041547,"city scrape",272493131,"Tony","2019-06-30","100","100","Staré Město",33,42,"['email', 'phone']",1,1,"","Praha 1",50.0922,14.42096,"Rental Unit","Entire home/apt",2,1,"1 bath",1,2,1071,1,365,1,1,365,365,1,365,"t",0,9,28,118,"2025-03-16",22,4,118,12,132,141372,"2024-10-16","2025-02-24",1,11,8,3,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,"Entire home/apt","Entire/Apt",1071,100,100,2,1,22,1,2,6.97634807044775,4,0.693147180559945,0.480453013918201,3.13549421592915,2,1
"6265",8750,1262513277334740480,20250316041547,"city scrape",65760645,"Prague Days","2016-04-04","100","100","Letná",53,171,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 10",50.06776,14.45885,"Serviced Apt","Entire home/apt",5,1,"1 bath",2,1,1896,1,365,3,28,365,365,19.3,365,"t",18,44,71,166,"2025-03-16",12,1,166,9,72,136512,"2024-10-13","2025-02-24",1,49,49,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1896,100,100,5,1,12,1,1,7.54750168281497,25,1.6094379124341,2.59029039398023,2.56494935746154,2,1
"6266",8751,1262515788792866304,20250316041547,"city scrape",1140084,"Prague Days","2011-09-10","100","100","Žižkov",54,144,"['email', 'phone']",1,1,"Praha 4, Hlavní město Praha, Czechia","Praha 4",50.06313,14.44454,"Serviced Apt","Entire home/apt",4,1.5,"1.5 baths",2,2,1908,1,365,3,28,365,365,19.3,365,"t",4,30,53,162,"2025-03-16",10,3,162,3,60,114480,"2024-10-19","2025-03-08",1,45,45,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",1908,100,100,4,1.5,10,1,2,7.55381085200823,16,1.38629436111989,1.92181205567281,2.39789527279837,2,1
"6267",8752,1262824535519200768,20250316041547,"city scrape",236476312,"Ivica","2019-01-14","100","96","Vinohrady",12,12,"['email', 'phone', 'work_email']",1,1,"","Praha 4",50.064382817751,14.4314277132171,"Rental Unit","Entire home/apt",11,1,"1 bath",3,10,4208,1,365,1,3,7,365,2,107.4,"t",8,28,38,292,"2025-03-16",0,0,221,0,0,0,"","",1,12,1,9,2,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",4208,100,96,11,1,0,1,10,8.34474275441755,121,2.39789527279837,5.74990173930877,0,2,1
"6268",8753,1262872663037213184,20250316041547,"city scrape",90401972,"Romana","2016-08-17","100","99","Staré Město",28,30,"['email', 'phone', 'work_email']",1,1,"","Praha 2",50.06993,14.43516,"Rental Unit","Entire home/apt",2,1,"1 bath",1,4,1154,1,365,1,2,365,365,1.3,365,"t",25,52,82,172,"2025-03-16",17,3,172,10,102,117708,"2024-10-21","2025-02-25",0,28,28,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,"Entire home/apt","Entire/Apt",1154,100,99,2,1,17,1,4,7.05098944706805,4,0.693147180559945,0.480453013918201,2.89037175789616,2,1
"6269",8754,1262977310141107712,20250316041547,"city scrape",154702133,"Jan","2017-10-15","100","53","Vinohrady",2,2,"['email', 'phone']",1,1,"","Praha 2",50.0780556,14.4324104,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,3600,2,365,2,2,365,365,2,365,"t",0,0,16,95,"2025-03-16",3,0,95,1,18,64800,"2024-12-31","2025-01-05",0,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1,"Entire home/apt","Entire/Apt",3600,100,53,3,1,3,2,2,8.1886891244442,9,1.09861228866811,1.20694896081258,1.38629436111989,2,2
"6270",8755,1252357824459823616,20250316041547,"city scrape",285262219,"Ulvi","2019-08-13","100","100","Smíchov",10,12,"['email', 'phone']",1,1,"","Praha 5",50.0714062059989,14.4106208733708,"Rental Unit","Entire home/apt",6,1,"1 bath",1,3,1177,1,365,1,4,365,365,2.1,365,"t",27,53,83,358,"2025-03-16",6,1,284,1,36,42372,"2024-12-28","2025-02-23",1,9,9,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,"Entire home/apt","Entire/Apt",1177,100,100,6,1,6,1,3,7.07072410726028,36,1.79175946922805,3.2104019955684,1.94591014905531,2,1
"6271",8756,1252692683853040896,20250316041547,"city scrape",246823842,"Olinn","2019-03-04","100","99","Nové Město",63,69,"['email', 'phone']",1,1,"","Praha 1",50.078073,14.4248951,"Rental Unit","Entire home/apt",2,1,"1 bath",1,2,1339,2,365,1,3,1125,1125,2.1,1125,"t",23,53,83,162,"2025-03-16",10,3,162,5,60,80340,"2024-10-06","2025-02-24",1,56,56,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,"Entire home/apt","Entire/Apt",1339,100,99,2,1,10,2,2,7.19967834569117,4,0.693147180559945,0.480453013918201,2.39789527279837,2,2
"6272",8758,1252823863416178176,20250316041547,"city scrape",451815237,"Laura","2022-03-29","100","100","Nové Město",6,6,"['email', 'phone']",1,1,"","Praha 2",50.0714003281314,14.4298520336174,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,4500,1,365,1,1,365,365,1,365,"t",0,0,0,43,"2025-03-16",1,0,0,1,6,27000,"2024-10-06","2024-10-06",1,6,6,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,"Entire home/apt","Entire/Apt",4500,100,100,4,1,1,1,2,8.41183267575841,16,1.38629436111989,1.92181205567281,0.693147180559945,2,1
"6273",8760,1252962577279734272,20250316041547,"city scrape",90401972,"Romana","2016-08-17","100","99","Staré Město",28,30,"['email', 'phone', 'work_email']",1,1,"","Praha 2",50.0771457434164,14.4398539181671,"Rental Unit","Entire home/apt",10,1,"1 bath",2,10,2206,1,365,1,2,365,365,1,365,"t",25,43,71,88,"2025-03-16",15,0,88,12,90,198540,"2024-10-06","2025-01-27",0,28,28,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,"Entire home/apt","Entire/Apt",2206,100,99,10,1,15,1,10,7.69893619981345,100,2.30258509299405,5.3018981104784,2.77258872223978,2,1
"6274",8761,1253444772972757504,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 10",50.0682962,14.450291,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2049,30,1125,13,13,1125,1125,13,1125,"t",0,0,0,228,"2025-03-16",1,0,154,1,60,122940,"2024-10-20","2024-10-20",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2049,100,100,2,1,1,30,1,7.6251071482389,4,0.693147180559945,0.480453013918201,0.693147180559945,2,3
"6275",8762,1253445217066642688,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 10",50.068632,14.4508693,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2049,30,1125,13,13,1125,1125,13,1125,"t",0,0,0,258,"2025-03-16",4,0,184,4,240,491760,"2024-08-07","2024-09-18",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2049,100,100,2,1,4,30,1,7.6251071482389,4,0.693147180559945,0.480453013918201,1.6094379124341,2,3
"6276",8763,1253445600398546176,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 10",50.068632,14.4508693,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,3781,30,1125,13,13,1125,1125,13,1125,"t",30,60,90,365,"2025-03-16",1,0,291,0,60,226860,"2025-01-17","2025-01-17",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",3781,100,100,2,1,1,30,1,8.23774380389093,4,0.693147180559945,0.480453013918201,0.693147180559945,2,3
"6277",8764,1253446114445401088,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 10, Hlavní město Praha, Czechia","Praha 10",50.068632,14.4508693,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2809,30,1125,13,13,1125,1125,13,1125,"t",30,60,90,365,"2025-03-16",3,0,291,2,180,505620,"2024-11-02","2025-01-13",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2809,100,100,2,1,3,30,1,7.94058382710424,4,0.693147180559945,0.480453013918201,1.38629436111989,2,3
"6278",8765,1253463936685906944,20250316041547,"city scrape",653928321,"Carlo'S","2024-09-25","100","97","Vinohrady",4,6,"['email', 'phone']",1,0,"","Praha 2",50.0730962,14.4395609,"Private Room","Private room",2,1.5,"1.5 shared baths",1,1,681,1,365,1,1,365,365,1,365,"t",25,41,41,41,"2025-03-16",20,0,41,18,120,81720,"2024-10-08","2025-01-14",1,4,0,4,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,"Private room","Private",681,100,97,2,1.5,20,1,1,6.52356230614951,4,0.693147180559945,0.480453013918201,3.04452243772342,2,1
"6279",8766,1253466443909747968,20250316041547,"city scrape",653928321,"Carlo'S","2024-09-25","100","97","Vinohrady",4,6,"['email', 'phone']",1,0,"","Praha 2",50.0730962,14.4395609,"Private Room","Private room",2,1.5,"1.5 shared baths",1,1,681,1,365,1,1,365,365,1,365,"t",25,41,41,41,"2025-03-16",7,1,41,4,42,28602,"2024-09-29","2025-02-27",1,4,0,4,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,"Private room","Private",681,100,97,2,1.5,7,1,1,6.52356230614951,4,0.693147180559945,0.480453013918201,2.07944154167984,2,1
"6280",8767,1253467484266679552,20250316041547,"city scrape",653928321,"Carlo'S","2024-09-25","100","97","Vinohrady",4,6,"['email', 'phone']",1,0,"","Praha 2",50.0730962,14.4395609,"Private Room","Private room",2,1.5,"1.5 shared baths",1,1,650,1,365,1,1,365,365,1,365,"t",25,41,41,41,"2025-03-16",8,0,41,7,48,31200,"2024-10-02","2025-01-03",1,4,0,4,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,"Private room","Private",650,100,97,2,1.5,8,1,1,6.47697236288968,4,0.693147180559945,0.480453013918201,2.19722457733622,2,1
"6281",8769,1253486536317520896,20250316041547,"city scrape",523424457,"Rentero","2023-07-03","100","100","Nové Město",48,62,"['email', 'phone']",1,1,"","Praha 10",50.0721575348885,14.471217870283,"Condo","Entire home/apt",5,1,"1 bath",2,3,1352,2,365,2,2,365,365,2,365,"t",15,26,29,283,"2025-03-16",5,2,209,3,30,40560,"2024-10-11","2025-03-02",1,36,36,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,"Entire home/apt","Entire/Apt",1352,100,100,5,1,5,2,3,7.20934025660291,25,1.6094379124341,2.59029039398023,1.79175946922805,2,2
"6282",8771,1253654680568505088,20250316041547,"city scrape",653987338,"Ilya","2024-09-25","99","100","Nové Město",23,28,"['email', 'phone']",1,1,"","Praha 2",50.0723,14.42801,"Private Room","Private room",2,1,"1 shared bath",1,1,585,1,365,1,1,365,365,1,365,"t",7,13,13,13,"2025-03-16",14,7,13,0,84,49140,"2025-01-11","2025-03-01",1,15,3,12,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,"Private room","Private",585,99,100,2,1,14,1,1,6.37161184723186,4,0.693147180559945,0.480453013918201,2.70805020110221,2,1
"6283",8775,1262993490966803712,20250316041547,"city scrape",61392706,"Anezka","2016-03-03","100","89","Staré Město",15,15,"['email', 'phone']",0,1,"","Praha 1",50.0884424,14.4221363,"Rental Unit","Entire home/apt",3,1,"1 bath",1,2,2641,4,365,4,4,365,365,4,365,"t",29,36,36,36,"2025-03-16",1,0,36,1,8,21128,"2024-12-09","2024-12-09",0,15,15,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,"Entire home/apt","Entire/Apt",2641,100,89,3,1,1,4,2,7.87891291229713,9,1.09861228866811,1.20694896081258,0.693147180559945,2,3
"6284",8776,1263037941171662080,20250316041547,"city scrape",398130082,"Anna","2021-04-22","100","100","Vinohrady",2,3,"['email', 'phone']",1,1,"","Praha 10",50.0571624,14.4703998,"Rental Unit","Entire home/apt",4,1,"1 bath",2,2,1430,2,90,2,2,1125,1125,2,1125,"t",7,17,33,295,"2025-03-16",29,7,221,16,174,248820,"2024-10-12","2025-03-13",1,2,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,"Entire home/apt","Entire/Apt",1430,100,100,4,1,29,2,2,7.26542972325395,16,1.38629436111989,1.92181205567281,3.40119738166216,2,2
"6285",8777,1263125728993572608,20250316041547,"city scrape",158561177,"Prague","2017-11-13","99","100","Josefov",41,98,"['email', 'phone']",1,1,"","Praha 1",50.0897978625687,14.4171157355578,"Private Room","Private room",2,1,"1 shared bath",1,1,791,1,365,1,1,365,365,1,365,"t",7,7,7,7,"2025-03-16",39,3,7,22,234,185094,"2024-10-15","2025-02-26",1,40,7,33,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,"Private room","Private",791,99,100,2,1,39,1,1,6.67329796776765,4,0.693147180559945,0.480453013918201,3.68887945411394,2,1
"6286",8778,1263585286253153280,20250316041547,"city scrape",523424457,"Rentero","2023-07-03","100","100","Nové Město",48,62,"['email', 'phone']",1,1,"","Praha 1",50.0919038,14.4358888,"Condo","Entire home/apt",4,1,"1 bath",1,1,1317,2,365,2,2,365,365,2,365,"t",0,0,3,3,"2025-03-16",14,5,3,8,84,110628,"2024-10-30","2025-03-14",1,36,36,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,"Entire home/apt","Entire/Apt",1317,100,100,4,1,14,2,1,7.18311170174328,16,1.38629436111989,1.92181205567281,2.70805020110221,2,2
"6287",8779,1263595094608912128,20250316041547,"city scrape",485024933,"Andrea","2022-10-25","100","99","Vršovice",4,4,"['email', 'phone']",1,1,"","Praha 10",50.0698411,14.4579223,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,982,1,1125,1,1,1125,1125,1,1125,"t",13,24,25,253,"2025-03-16",16,0,179,14,96,94272,"2024-10-12","2025-01-05",0,4,4,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,"Entire home/apt","Entire/Apt",982,100,99,2,1,16,1,1,6.88959130835447,4,0.693147180559945,0.480453013918201,2.83321334405622,2,1
"6288",8780,1263621026447977728,20250316041547,"city scrape",42737402,"Mohamed","2015-08-28","100","100","Nové Město",4,6,"['email', 'phone']",1,1,"","Praha 1",50.0795368,14.4254673,"Rental Unit","Entire home/apt",7,1,"1 bath",3,4,2366,2,21,2,2,1125,1125,2,1125,"t",15,19,19,19,"2025-03-16",4,0,19,4,24,56784,"2024-11-18","2024-12-25",1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,"Entire home/apt","Entire/Apt",2366,100,100,7,1,4,2,4,7.76895604453833,49,1.94591014905531,3.78656630819647,1.6094379124341,2,2
"6289",8781,1263743790498696192,20250316041547,"city scrape",447742884,"TurnKey Apartments","2022-03-03","100","100","Karlín",106,111,"['email', 'phone']",1,1,"","Praha 2",50.0733173,14.439851,"Serviced Apt","Entire home/apt",6,1,"1 bath",2,3,2293,1,365,1,4,365,365,2.7,365,"t",15,45,73,254,"2025-03-16",31,7,215,12,186,426498,"2024-10-21","2025-03-14",1,74,74,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,"Entire home/apt","Entire/Apt",2293,100,100,6,1,31,1,3,7.7376162828579,36,1.79175946922805,3.2104019955684,3.46573590279973,2,1
"6290",8782,1263824656183081984,20250316041547,"city scrape",31322507,"Ismail","2015-04-16","100","80","Karlín",1,3,"['email', 'phone']",1,1,"","Praha 8",50.0952704,14.457797,"Rental Unit","Entire home/apt",6,1.5,"1.5 baths",3,3,2550,2,365,2,2,365,365,2,365,"t",15,34,58,332,"2025-03-16",11,4,258,4,66,168300,"2024-12-02","2025-03-09",0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,"Entire home/apt","Entire/Apt",2550,100,80,6,1.5,11,2,3,7.84384863815247,36,1.79175946922805,3.2104019955684,2.484906649788,2,2
"6291",8783,1263889513908173568,20250316041547,"city scrape",448222780,"Viktor","2022-03-06","100","97","Vršovice",8,8,"['phone']",1,1,"","Praha 10",50.07236,14.44336,"Condo","Entire home/apt",6,1,"1 bath",2,3,1680,1,365,1,1,365,365,1,365,"t",12,20,33,237,"2025-03-16",30,3,163,21,180,302400,"2024-10-12","2025-02-28",0,8,8,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,"Entire home/apt","Entire/Apt",1680,100,97,6,1,30,1,3,7.4265490723973,36,1.79175946922805,3.2104019955684,3.43398720448515,2,1
"6292",8784,1264287213027127552,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.083501,14.4520263,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,1991,30,1125,13,13,1125,1125,13,1125,"t",0,0,0,228,"2025-03-16",1,1,154,0,60,119460,"2025-02-28","2025-02-28",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",1991,100,100,2,1,1,30,1,7.5963923040642,4,0.693147180559945,0.480453013918201,0.693147180559945,2,3
"6293",8785,1253737097745084160,20250316041547,"city scrape",496043191,"Ilya","2023-01-14","99","99","Vinohrady",48,98,"['email', 'phone']",1,1,"","Praha 2",50.0744912176613,14.4296599373422,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,823,1,365,1,1,365,365,1,365,"t",8,8,8,8,"2025-03-16",25,2,8,14,150,123450,"2024-10-12","2025-02-21",1,7,4,3,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",823,99,99,2,1,25,1,1,6.71295620067707,4,0.693147180559945,0.480453013918201,3.25809653802148,2,1
"6294",8786,1253738294573411328,20250316041547,"city scrape",653987338,"Ilya","2024-09-25","99","100","Nové Město",23,28,"['email', 'phone']",1,1,"","Praha 2",50.0741755353878,14.4297077297364,"Rental Unit","Entire home/apt",4,1,"1 bath",1,1,823,1,365,1,1,365,365,1,365,"t",2,2,2,2,"2025-03-16",37,7,2,15,222,182706,"2024-10-16","2025-03-01",1,15,3,12,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",823,99,100,4,1,37,1,1,6.71295620067707,16,1.38629436111989,1.92181205567281,3.63758615972639,2,1
"6295",8791,1253746654832134144,20250316041547,"city scrape",653987338,"Ilya","2024-09-25","99","100","Nové Město",23,28,"['email', 'phone']",1,1,"","Praha 2",50.07631,14.43195,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1003,1,365,1,1,365,365,1,365,"t",25,25,25,25,"2025-03-16",4,4,25,0,24,24072,"2025-02-15","2025-02-24",1,15,3,12,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,1,"Entire home/apt","Entire/Apt",1003,99,100,2,1,4,1,1,6.91075078796194,4,0.693147180559945,0.480453013918201,1.6094379124341,2,1
"6296",8792,1253746934045199104,20250316041547,"city scrape",496043191,"Ilya","2023-01-14","99","99","Vinohrady",48,98,"['email', 'phone']",1,1,"","Praha 2",50.0741740546179,14.4300816426307,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,823,1,365,1,1,365,365,1,365,"t",1,1,1,1,"2025-03-16",29,3,1,16,174,143202,"2024-10-12","2025-02-25",1,7,4,3,0,1,1,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,"Entire home/apt","Entire/Apt",823,99,99,2,1,29,1,1,6.71295620067707,4,0.693147180559945,0.480453013918201,3.40119738166216,2,1
"6297",8795,1264351640784520960,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.083501,14.4520263,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2412,30,1125,13,13,1125,1125,13,1125,"t",0,11,41,316,"2025-03-16",0,0,242,0,0,0,"","",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2412,100,100,2,1,0,30,1,7.78821155784708,4,0.693147180559945,0.480453013918201,0,2,3
"6298",8796,1264351950364986624,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.0880393,14.4808253,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,2689,30,1125,30,365,1125,1125,35.7,1125,"t",0,11,11,236,"2025-03-16",1,0,162,0,60,161340,"2025-01-10","2025-01-10",1,42,42,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2689,100,100,2,1,1,30,1,7.89692465626886,4,0.693147180559945,0.480453013918201,0.693147180559945,2,3
"6299",8797,1264386018583201792,20250316041547,"city scrape",23023000,"Holeckova","2014-10-27","89","66","Prague 5",6,11,"['email', 'phone']",1,1,"","Praha 5",50.0717295,14.3856649,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,2776,2,365,2,2,365,365,2,365,"t",0,0,13,13,"2025-03-16",0,0,13,0,0,0,"","",0,6,6,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,"Entire home/apt","Entire/Apt",2776,89,66,4,1,0,2,2,7.9287663216267,16,1.38629436111989,1.92181205567281,0,2,2
"6300",8798,1264404439450678272,20250316041547,"city scrape",23023000,"Holeckova","2014-10-27","89","66","Prague 5",6,11,"['email', 'phone']",1,1,"","Praha 5",50.0722711519055,14.3864898728602,"Rental Unit","Entire home/apt",4,1,"1 bath",1,2,2776,2,365,2,2,365,365,2,365,"t",6,24,54,54,"2025-03-16",0,0,54,0,0,0,"","",0,6,6,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,"Entire home/apt","Entire/Apt",2776,89,66,4,1,0,2,2,7.9287663216267,16,1.38629436111989,1.92181205567281,0,2,2
"6301",8799,1264673303060711680,20250316041547,"city scrape",582618916,"Vladimir","2024-06-10","100","100","Holešovice",42,43,"['email', 'phone']",1,1,"Praha 3, Hlavní město Praha, Czechia","Praha 3",50.083501,14.4520263,"Rental Unit","Entire home/apt",2,1,"1 bath",0,1,2346,30,1125,31,365,1125,1125,34.8,1125,"t",0,0,0,258,"2025-03-16",0,0,184,0,0,0,"","",0,42,42,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,"Entire home/apt","Entire/Apt",2346,100,100,2,1,0,30,1,7.76046702921342,4,0.693147180559945,0.480453013918201,0,2,3
"6302",8800,1264942109627878144,20250316041547,"city scrape",163379716,"Jana - Interhome Group","2017-12-19","100","95","Nové Město",351,461,"['email', 'phone']",1,1,"","Praha 1",50.079395,14.417662,"Rental Unit","Entire home/apt",2,1,"1 bath",1,1,1779,1,28,1,4,2,28,1.9,23.4,"t",19,36,58,314,"2025-03-16",0,0,240,0,0,0,"","",1,20,20,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,"Entire home/apt","Entire/Apt",1779,100,95,2,1,0,1,1,7.48380668766583,4,0.693147180559945,0.480453013918201,0,2,1
