"","hhid","intmonth","stfips","weight","earnwke","uhours","grade92","race","ethnic","age","sex","marital","ownchild","chldpres","prcitshp","state","ind02","occ2012","class","unionmme","unioncov","lfsr94"
"54979",19094959600808,"March","CA",2990.0364,80,6,39,1,1,63,1,1,0,0,"Native, Born In US","93","Printing and related support activities (3231)",9130,"Private, For Profit","No","No","Employed-At Work"
"55006",41290560938362,"March","CA",3079.9323,325,40,33,1,1,34,1,6,1,3,"Foreign Born, Not a US Citizen","93","Auto parts, accessories, and tire stores (4413)",9130,"Private, For Profit","No","No","Employed-At Work"
"55140",97601900019684,"March","CA",2992.5556,461.53,40,33,1,1,48,1,1,1,3,"Foreign Born, Not a US Citizen","93","3875",9130,"Private, For Profit","No","No","Employed-At Work"
"55215",100609936019680,"March","CA",3091.1737,507.69,40,40,1,NA,24,1,1,0,0,"Native, Born In US","93","Agricultural chemical manufacturing (3253)",9130,"Private, For Profit","No","No","Employed-At Work"
"55408",412009840600177,"March","CA",3162.5371,865.38,72,39,4,NA,35,1,1,3,11,"Foreign Born, US Cit By Naturalization","93","Truck transportation (484)",9130,"Private, For Profit","No","Yes","Employed-At Work"
"55441",460561092601946,"March","CA",3245.2649,692.3,40,39,1,1,56,1,1,1,1,"Foreign Born, US Cit By Naturalization","93","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"55549",616640114480950,"March","CA",3537.8749,400,40,35,1,1,50,1,7,0,0,"Foreign Born, Not a US Citizen","93","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"55656",679580976070950,"March","CA",3274.7188,1600,55,42,1,8,42,1,1,0,0,"Native, Born In US","93","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"55677",699490279090950,"March","CA",3151.6402,849.5,40,39,1,NA,53,1,4,0,0,"Native, Born In US","93","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"55791",857095636600954,"March","CA",2894.159,576,40,39,2,NA,49,1,1,0,0,"Native, Born In US","93","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"55859",926006742019180,"March","CA",3419.2112,600,40,35,1,1,50,1,1,3,9,"Foreign Born, US Cit By Naturalization","93","** Professional and commercial equipment and supplies, merchant wholesalers (*4234)",9130,"Private, For Profit","No","No","Employed-At Work"
"55915",966079450619003,"March","CA",3412.6006,790,45,40,4,NA,51,1,1,4,10,"Foreign Born, US Cit By Naturalization","93","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"56009",19500560993096,"March","CA",2577.084,1300,40,40,1,NA,38,1,1,3,10,"Native, Born In US","93","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"56103",500609983170933,"March","CA",2615.1534,760,40,38,1,5,34,1,7,2,8,"Foreign Born, Not a US Citizen","93","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"56146",699530744860950,"March","CA",3115.4809,650,40,39,1,NA,58,1,1,0,0,"Native, Born In US","93","Electric power generation, transmission and distribution (Pt. 2211)",9130,"Private, For Profit","No","No","Employed-At Work"
"56201",926229850479009,"March","CA",3132.8481,800,40,41,1,NA,23,1,1,0,0,"Native, Born In US","93","Automobile dealers (4411)",9130,"Private, For Profit","No","No","Employed-At Work"
"56325",405708450896388,"March","CO",1618.608,250,25,43,1,NA,45,2,7,0,0,"Native, Born In US","84","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"56334",552007240800155,"March","CO",1537.0311,1600,55,43,1,NA,50,1,1,0,0,"Native, Born In US","84","** Motor vehicles, parts and supplies, merchant wholesalers (*4231)",9130,"Private, For Profit","No","No","Employed-At Work"
"56647",48270180997994,"March","CO",2170.9327,697.5,45,40,1,NA,40,1,1,2,10,"Native, Born In US","84","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"56887",505906130596429,"March","CT",1049.9268,1300,60,43,1,NA,36,1,7,0,0,"Foreign Born, US Cit By Naturalization","CT","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"56921",870794077805029,"March","CT",1209.909,700,35,39,1,NA,53,1,1,0,0,"Native, Born In US","CT","Automobile dealers (4411)",9130,"Private, For Profit","No","No","Employed-At Work"
"57510",401003521102860,"March","DE",334.0228,1250,55,39,1,NA,62,1,1,0,0,"Native, Born In US","51","Animal production (112)",9130,"Private, For Profit","No","No","Employed-At Work"
"57817",701604021001114,"March","DE",350.1642,908.5,40,39,1,NA,46,1,1,1,4,"Native, Born In US","51","Furniture and home furnishings stores (442)",9130,"Private, For Profit","No","No","Employed-At Work"
"57836",790019810769105,"March","DE",371.9277,1211.53,40,40,1,NA,52,1,1,0,0,"Native, Born In US","51","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"58112",510109915983113,"March","DC",460.9776,540,35,40,2,NA,53,1,5,0,0,"Native, Born In US","53","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"58307",110209956089583,"March","FL",3635.6789,450,40,35,2,NA,48,1,1,3,9,"Native, Born In US","59","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"58407",710196979200656,"March","FL",3653.7181,496,40,40,2,NA,55,1,1,0,0,"Native, Born In US","59","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"58483",992969250079105,"March","FL",3810.4108,400,40,41,1,NA,50,1,5,0,0,"Native, Born In US","59","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-Absent"
"58497",2631520998196,"March","FL",3472.3091,615.38,40,39,1,NA,32,1,7,0,0,"Native, Born In US","59","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"58510",11169419200806,"March","FL",3651.3675,697.5,45,35,1,NA,44,1,3,0,0,"Native, Born In US","59","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"58579",101003151100402,"March","FL",3791.4894,1442.3,45,40,1,NA,56,1,1,0,0,"Native, Born In US","59","Postal Service (491)",9130,"Government - Federal","Yes","","Employed-At Work"
"58650",110724097811129,"March","FL",3680.5631,195.5,23,40,1,NA,47,1,1,0,0,"Native, Born In US","59","Automotive equipment rental and leasing (5321)",9130,"Private, For Profit","No","No","Employed-At Work"
"58843",350108270200136,"March","FL",3609.9021,961.53,50,42,1,NA,43,1,1,2,10,"Foreign Born, US Cit By Naturalization","59","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"58852",357191719200317,"March","FL",3934.6518,450,40,40,1,3,20,1,7,0,0,"Native, Born In US","59","Paint, coating, and adhesive manufacturing B46 (3255)",9130,"Private, For Profit","No","No","Employed-At Work"
"58952",601900961195332,"March","FL",4319.6104,900,40,39,1,6,38,1,1,3,3,"Foreign Born, US Cit By Naturalization","59","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"58965",621007035900798,"March","FL",4319.6104,788.46,40,43,1,3,38,1,5,0,0,"Foreign Born, Not a US Citizen","59","Beverage manufacturing (3121)",9130,"Private, For Profit","No","No","Employed-At Work"
"59035",732469850039103,"March","FL",6134.0992,600,40,39,2,NA,37,1,6,0,0,"Native, Born In US","59","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"59212",622062994119580,"March","FL",3638.46,400,40,39,1,NA,54,1,1,0,0,"Native, Born In US","59","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
"59223",922479710789107,"March","FL",3398.3808,480.76,60,39,1,NA,44,1,1,1,3,"Native, Born In US","59","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","Yes","","Employed-At Work"
"59226",7281520997997,"March","FL",3351.1366,161.53,25,39,1,NA,61,2,7,0,0,"Native, Born In US","59","Auto parts, accessories, and tire stores (4413)",9130,"Private, For Profit","No","No","Employed-At Work"
"59389",973209610419103,"March","GA",3677.597,1153,50,39,2,NA,42,1,1,0,0,"Native, Born In US","58","** Machinery, equipment, and supplies, merchant wholesalers (*4238)",9130,"Private, For Profit","No","No","Employed-At Work"
"59438",76721530996597,"March","GA",3597.6524,2884.61,50,40,1,NA,47,1,1,0,0,"Native, Born In US","58","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"59522",290935092611049,"March","GA",3655.3945,961.53,60,40,1,NA,50,1,1,1,4,"Native, Born In US","58","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"59785",60931093111579,"March","GA",2781.8147,390,40,39,2,NA,51,1,1,1,2,"Native, Born In US","58","Beverage manufacturing (3121)",9130,"Private, For Profit","No","No","Employed-At Work"
"59829",399470108160911,"March","GA",3278.0954,819,70,39,2,NA,59,1,5,0,0,"Native, Born In US","58","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-Absent"
"59881",974023941159810,"March","GA",3545.2183,600,40,39,1,NA,56,1,1,0,0,"Native, Born In US","58","Grocery stores (4451)",9130,"Private, For Profit","No","No","Employed-At Work"
"59948",201905931590245,"March","HI",663.0709,1923,40,43,4,NA,54,1,1,1,3,"Native, Born In US","95","Couriers and messengers (492)",9130,"Private, For Profit","No","No","Employed-At Work"
"59960",251033045001105,"March","HI",603.4652,160,20,34,4,NA,55,1,3,0,0,"Foreign Born, US Cit By Naturalization","95","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"60114",195951602009570,"March","HI",596.291,600,40,39,4,NA,59,1,1,0,0,"Foreign Born, US Cit By Naturalization","95","Traveler accommodation (7211)",9130,"Private, For Profit","No","No","Employed-At Work"
"60160",598960521980951,"March","HI",560.7597,900,40,40,4,NA,49,1,7,0,0,"Native, Born In US","95","** Petroleum and petroleum products, merchant wholesalers (*4247)",9130,"Private, For Profit","No","No","Employed-At Work"
"60249",251755055908294,"March","HI",1061.5581,340,40,39,19,NA,51,1,5,1,4,"Native, Born In US","95","Auto parts, accessories, and tire stores (4413)",9130,"Private, For Profit","No","No","Employed-At Work"
"60283",599790266360951,"March","HI",652.4834,440,40,40,4,NA,27,1,7,0,0,"Native, Born In US","95","** Groceries and related products, merchant wholesalers (*4244)",9130,"Private, For Profit","No","No","Employed-At Work"
"60305",965679950639102,"March","HI",681.5041,960,40,39,4,NA,38,1,1,3,14,"Native, Born In US","95","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"60341",705001681103736,"March","ID",1049.9818,833,43,40,1,NA,45,1,1,2,4,"Native, Born In US","82","Couriers and messengers (492)",9130,"Private, For Profit","No","No","Employed-At Work"
"60375",50195189600866,"March","ID",1137.4755,576,40,39,1,NA,55,1,1,2,10,"Native, Born In US","82","Miscellaneous manufacturing, n.e.c. (3399 exc. 33992, 33993)",9130,"Private, For Profit","No","No","Employed-At Work"
"60416",510609918096557,"March","ID",922.4402,170,20,37,1,NA,18,1,7,0,0,"Native, Born In US","82","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"60437",960268001511070,"March","ID",974.9243,604.8,40,42,1,NA,43,1,5,0,0,"Native, Born In US","82","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"60450",63011160994791,"March","ID",1209.3581,576.92,60,36,1,1,41,1,1,2,10,"Foreign Born, Not a US Citizen","82","Animal production (112)",9130,"Private, For Profit","No","No","Employed-At Work"
"60489",301002741107436,"March","ID",929.2373,138,70,40,1,NA,35,1,1,3,8,"Native, Born In US","82","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"60501",699160170340911,"March","ID",1150.275,740,60,36,1,1,29,1,5,0,0,"Native, Born In US","82","Waste management and remediation services (562)",9130,"Private, For Profit","No","No","Employed-At Work"
"60502",699160170340911,"March","ID",1108.7679,315,35,37,1,1,22,1,7,0,0,"Native, Born In US","82","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"60503",699180425690951,"March","ID",1214.433,138.46,60,40,1,NA,52,1,1,5,10,"Native, Born In US","82","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"60559",996029150869104,"March","ID",1113.9097,230.76,70,39,1,NA,62,1,1,0,0,"Native, Born In US","82","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"60560",996029150869104,"March","ID",1120.4425,230.76,70,39,1,NA,58,2,1,0,0,"Native, Born In US","82","Truck transportation (484)",9130,"Private, For Profit","No","No","Employed-At Work"
"60595",699520952590911,"March","ID",1115.2407,1960,40,43,1,NA,52,1,1,1,4,"Native, Born In US","82","Water, steam, air-conditioning, and irrigation systems (22131, 22133)",9130,"Government - Local","No","No","Employed-At Work"
"60682",198981406070706,"March","IL",3733.9102,576,55,33,1,1,41,1,1,2,10,"Foreign Born, US Cit By Naturalization","IL","Landscaping services (56173)",9130,"Private, For Profit","No","No","Employed-At Work"
"60712",305907191593637,"March","IL",2996.7082,769.23,40,39,2,NA,56,1,7,0,0,"Native, Born In US","IL","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"60815",935037744158350,"March","IL",5596.267,360,40,43,2,NA,38,1,1,0,0,"Native, Born In US","IL","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"60985",301904531574537,"March","IL",2641.6652,923.07,40,39,1,1,47,1,1,2,4,"Foreign Born, Not a US Citizen","IL","Landscaping services (56173)",9130,"Private, For Profit","No","No","Employed-At Work"
"61032",471727041800393,"March","IL",3108.4587,769.23,40,39,1,NA,41,1,1,1,3,"Native, Born In US","IL","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"61034",471727041800393,"March","IL",3164.4441,92.5,10,40,1,2,19,1,7,0,0,"Native, Born In US","IL","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"61088",619199949700823,"March","IL",3013.0848,769,40,41,1,NA,49,2,1,0,0,"Native, Born In US","IL","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"61243",971057789117530,"March","IL",2878.649,692.3,40,41,1,NA,53,1,1,0,0,"Native, Born In US","IL","** Drugs, sundries, and chemical and allied products, merchant (wholesalerss*4242, 4246)",9130,"Private, For Profit","Yes","","Employed-At Work"
"61333",957599150659100,"March","IL",2829.7427,1031,50,41,1,NA,39,1,1,4,8,"Native, Born In US","IL","Couriers and messengers (492)",9130,"Private, For Profit","Yes","","Employed-At Work"
"61510",820782090715789,"March","IN",3875.8957,437.5,35,39,2,NA,55,1,1,0,0,"Native, Born In US","IN","Restaurants and other food services (722 exc. 7224)",9130,"Private, For Profit","No","No","Employed-At Work"
"61516",899370884010951,"March","IN",2638.0482,507.69,43,39,1,NA,41,1,1,2,4,"Native, Born In US","IN","Hardware stores (44413)",9130,"Private, For Profit","No","No","Employed-At Work"
"61648",811196209800810,"March","IN",2962.2887,770,40,39,1,NA,58,1,1,0,0,"Native, Born In US","IN","Truck transportation (484)",9130,"Private, For Profit","Yes","","Employed-At Work"
"61660",899170756000911,"March","IN",2903.375,840,40,39,1,NA,41,1,1,3,10,"Native, Born In US","IN","** Alcoholic beverages, merchant wholesalers (*4248)",9130,"Private, For Profit","No","No","Employed-At Work"
"61868",918169750919101,"March","IN",2823.8679,560,40,39,1,NA,28,1,7,1,1,"Native, Born In US","IN","Services incidental to transportation (488)",9130,"Private, For Profit","No","No","Employed-At Work"
